Video,Concept Text,Mean CLIP w=0.2,Mean CLIP w=0.4,Mean CLIP w=0.6,Mean CLIP w*
Rocket,"""a colorful cartoon illustration of a rocket launching into space""",0.2918,0.2914,0.2869,0.2861
